id,category,task_type,source,language,domain,is_ip,ip_type,novelty_score
IPE_004703,copyright,ip_detection,meeting_minutes,en,pharmaceutical,True,patent,0.79
IPE_004704,copyright,relation_extraction,patent_application,fr,automotive,True,patent,0.776
IPE_004705,copyright,ip_detection,meeting_minutes,zh,automotive,True,patent,0.864
IPE_004706,copyright,knowledge_extraction,research_paper,de,software,True,patent,0.752
IPE_004707,copyright,relation_extraction,patent_application,zh,pharmaceutical,True,patent,0.75
IPE_004708,copyright,ip_detection,patent_application,fr,software,True,patent,0.76
IPE_004709,copyright,relation_extraction,technical_report,es,software,True,patent,0.776
IPE_004710,copyright,relation_extraction,meeting_minutes,fr,aerospace,True,patent,0.812
IPE_004711,copyright,relation_extraction,meeting_minutes,ja,biotechnology,True,patent,0.846
IPE_004712,copyright,ip_detection,meeting_minutes,fr,software,True,patent,0.867
IPE_004713,copyright,relation_extraction,meeting_minutes,en,automotive,True,patent,0.792
IPE_004714,copyright,entity_recognition,technical_report,de,energy,True,patent,0.756
IPE_004715,copyright,entity_recognition,meeting_minutes,zh,automotive,True,patent,0.726
IPE_004716,copyright,knowledge_extraction,meeting_minutes,es,energy,True,patent,0.787
IPE_004717,copyright,ip_detection,legal_document,en,biotechnology,True,patent,0.748
IPE_004718,copyright,entity_recognition,patent_application,en,biotechnology,True,patent,0.829
IPE_004719,copyright,knowledge_extraction,legal_document,fr,software,True,patent,0.744
IPE_004720,copyright,ip_detection,research_paper,ja,automotive,True,patent,0.865
IPE_004721,copyright,entity_recognition,research_paper,de,aerospace,True,patent,0.743
IPE_004722,copyright,relation_extraction,research_paper,fr,automotive,True,patent,0.703
IPE_004723,copyright,entity_recognition,legal_document,es,aerospace,True,patent,0.79
IPE_004724,copyright,relation_extraction,patent_application,zh,aerospace,True,patent,0.794
IPE_004725,copyright,ip_detection,patent_application,ja,aerospace,True,patent,0.892
IPE_004726,copyright,relation_extraction,meeting_minutes,zh,energy,True,patent,0.722
IPE_004727,copyright,knowledge_extraction,research_paper,ja,automotive,True,patent,0.8
IPE_004728,copyright,knowledge_extraction,meeting_minutes,fr,manufacturing,True,patent,0.862
IPE_004729,copyright,relation_extraction,legal_document,en,automotive,True,patent,0.858
IPE_004730,copyright,entity_recognition,meeting_minutes,es,pharmaceutical,True,patent,0.79
IPE_004731,copyright,entity_recognition,meeting_minutes,fr,aerospace,True,patent,0.775
IPE_004732,copyright,relation_extraction,research_paper,zh,energy,True,patent,0.763
IPE_004733,copyright,relation_extraction,patent_application,zh,manufacturing,True,patent,0.773
IPE_004734,copyright,entity_recognition,patent_application,de,aerospace,True,patent,0.889
IPE_004735,copyright,ip_detection,legal_document,es,software,True,patent,0.794
IPE_004736,copyright,ip_detection,patent_application,en,automotive,True,patent,0.849
IPE_004737,copyright,knowledge_extraction,technical_report,en,energy,True,patent,0.738
IPE_004738,copyright,ip_detection,technical_report,zh,automotive,True,patent,0.758
IPE_004739,copyright,entity_recognition,patent_application,ja,automotive,True,patent,0.793
IPE_004740,copyright,entity_recognition,research_paper,en,energy,True,patent,0.729
IPE_004741,copyright,relation_extraction,meeting_minutes,de,manufacturing,True,patent,0.751
IPE_004742,copyright,knowledge_extraction,research_paper,en,automotive,True,patent,0.701
IPE_004743,copyright,knowledge_extraction,research_paper,fr,software,True,patent,0.841
IPE_004744,copyright,entity_recognition,technical_report,fr,energy,True,patent,0.772
IPE_004745,copyright,entity_recognition,meeting_minutes,ja,manufacturing,True,patent,0.897
IPE_004746,copyright,entity_recognition,legal_document,es,pharmaceutical,True,patent,0.739
IPE_004747,copyright,entity_recognition,patent_application,en,biotechnology,True,patent,0.865
IPE_004748,copyright,knowledge_extraction,research_paper,ja,aerospace,True,patent,0.82
IPE_004749,copyright,knowledge_extraction,meeting_minutes,fr,pharmaceutical,True,patent,0.792
IPE_004750,copyright,ip_detection,research_paper,es,manufacturing,True,patent,0.7
IPE_004751,copyright,relation_extraction,patent_application,ja,aerospace,True,patent,0.821
IPE_004752,copyright,relation_extraction,technical_report,fr,energy,True,patent,0.757
IPE_004753,copyright,entity_recognition,technical_report,de,pharmaceutical,True,patent,0.717
IPE_004754,copyright,knowledge_extraction,meeting_minutes,en,energy,True,patent,0.75
IPE_004755,copyright,relation_extraction,research_paper,fr,energy,True,patent,0.897
IPE_004756,copyright,ip_detection,research_paper,zh,pharmaceutical,True,patent,0.785
IPE_004757,copyright,ip_detection,legal_document,en,aerospace,True,patent,0.701
IPE_004758,copyright,entity_recognition,technical_report,ja,aerospace,True,patent,0.761
IPE_004759,copyright,ip_detection,patent_application,en,pharmaceutical,True,patent,0.865
IPE_004760,copyright,entity_recognition,meeting_minutes,ja,pharmaceutical,True,patent,0.879
IPE_004761,copyright,entity_recognition,legal_document,es,energy,True,patent,0.84
IPE_004762,copyright,ip_detection,meeting_minutes,es,automotive,True,patent,0.733
IPE_004763,copyright,ip_detection,meeting_minutes,fr,software,True,patent,0.713
IPE_004764,copyright,entity_recognition,technical_report,de,software,True,patent,0.832
IPE_004765,copyright,knowledge_extraction,patent_application,de,software,True,patent,0.76
IPE_004766,copyright,ip_detection,legal_document,zh,software,True,patent,0.77
IPE_004767,copyright,entity_recognition,legal_document,de,aerospace,True,patent,0.738
IPE_004768,copyright,relation_extraction,meeting_minutes,es,automotive,True,patent,0.826
IPE_004769,copyright,relation_extraction,patent_application,ja,software,True,patent,0.716
IPE_004770,copyright,ip_detection,patent_application,de,manufacturing,True,patent,0.822
IPE_004771,copyright,relation_extraction,research_paper,en,automotive,True,patent,0.783
IPE_004772,copyright,ip_detection,technical_report,fr,pharmaceutical,True,patent,0.879
IPE_004773,copyright,entity_recognition,legal_document,de,manufacturing,True,patent,0.836
IPE_004774,copyright,relation_extraction,legal_document,ja,software,True,patent,0.767
IPE_004775,copyright,relation_extraction,legal_document,ja,biotechnology,True,patent,0.826
IPE_004776,copyright,ip_detection,research_paper,de,biotechnology,True,patent,0.819
IPE_004777,copyright,knowledge_extraction,patent_application,ja,automotive,True,patent,0.723
IPE_004778,copyright,entity_recognition,legal_document,ja,manufacturing,True,patent,0.794
IPE_004779,copyright,ip_detection,legal_document,ja,aerospace,True,patent,0.724
IPE_004780,copyright,ip_detection,patent_application,en,manufacturing,True,patent,0.804
IPE_004781,copyright,knowledge_extraction,patent_application,en,aerospace,True,patent,0.889
IPE_004782,copyright,ip_detection,research_paper,es,automotive,True,patent,0.71
IPE_004783,copyright,knowledge_extraction,technical_report,ja,pharmaceutical,True,patent,0.854
IPE_004784,copyright,entity_recognition,legal_document,es,pharmaceutical,True,patent,0.894
IPE_004785,copyright,relation_extraction,legal_document,en,aerospace,True,patent,0.74
IPE_004786,copyright,knowledge_extraction,technical_report,fr,manufacturing,True,patent,0.894
IPE_004787,copyright,relation_extraction,legal_document,en,energy,True,patent,0.759
IPE_004788,copyright,entity_recognition,technical_report,zh,automotive,True,patent,0.751
IPE_004789,copyright,relation_extraction,patent_application,ja,automotive,True,patent,0.717
IPE_004790,copyright,entity_recognition,legal_document,ja,energy,True,patent,0.721
IPE_004791,copyright,relation_extraction,technical_report,en,aerospace,True,patent,0.735
IPE_004792,copyright,relation_extraction,technical_report,zh,aerospace,True,patent,0.853
IPE_004793,copyright,relation_extraction,patent_application,fr,aerospace,True,patent,0.758
IPE_004794,copyright,entity_recognition,meeting_minutes,ja,biotechnology,True,patent,0.744
IPE_004795,copyright,ip_detection,meeting_minutes,es,aerospace,True,patent,0.795
IPE_004796,copyright,entity_recognition,research_paper,es,aerospace,True,patent,0.739
IPE_004797,copyright,knowledge_extraction,technical_report,zh,aerospace,True,patent,0.728
IPE_004798,copyright,knowledge_extraction,research_paper,ja,pharmaceutical,True,patent,0.762
IPE_004799,copyright,ip_detection,research_paper,de,aerospace,True,patent,0.729
IPE_004800,copyright,entity_recognition,technical_report,fr,manufacturing,True,patent,0.795
IPE_004801,copyright,ip_detection,technical_report,en,software,True,patent,0.836
IPE_004802,copyright,ip_detection,meeting_minutes,fr,biotechnology,True,patent,0.878
IPE_004803,copyright,entity_recognition,research_paper,en,biotechnology,True,patent,0.782
IPE_004804,copyright,relation_extraction,patent_application,ja,energy,True,patent,0.722
IPE_004805,copyright,entity_recognition,research_paper,zh,biotechnology,True,patent,0.737
IPE_004806,copyright,entity_recognition,meeting_minutes,de,aerospace,True,patent,0.7
IPE_004807,copyright,knowledge_extraction,patent_application,es,biotechnology,True,patent,0.851
IPE_004808,copyright,knowledge_extraction,patent_application,de,energy,True,patent,0.802
IPE_004809,copyright,ip_detection,patent_application,de,energy,True,patent,0.762
IPE_004810,copyright,ip_detection,legal_document,de,manufacturing,True,patent,0.7
IPE_004811,copyright,relation_extraction,patent_application,es,automotive,True,patent,0.775
IPE_004812,copyright,relation_extraction,research_paper,en,software,True,patent,0.876
IPE_004813,copyright,relation_extraction,meeting_minutes,fr,biotechnology,True,patent,0.767
IPE_004814,copyright,relation_extraction,technical_report,zh,manufacturing,True,patent,0.868
IPE_004815,copyright,knowledge_extraction,technical_report,ja,energy,True,patent,0.781
IPE_004816,copyright,relation_extraction,meeting_minutes,en,pharmaceutical,True,patent,0.768
IPE_004817,copyright,relation_extraction,technical_report,de,pharmaceutical,True,patent,0.793
IPE_004818,copyright,relation_extraction,patent_application,fr,biotechnology,True,patent,0.839
IPE_004819,copyright,relation_extraction,legal_document,zh,manufacturing,True,patent,0.846
IPE_004820,copyright,relation_extraction,research_paper,fr,aerospace,True,patent,0.74
IPE_004821,copyright,relation_extraction,research_paper,zh,automotive,True,patent,0.867
IPE_004822,copyright,ip_detection,research_paper,fr,pharmaceutical,True,patent,0.843
IPE_004823,copyright,knowledge_extraction,meeting_minutes,zh,energy,True,patent,0.838
IPE_004824,copyright,ip_detection,technical_report,zh,automotive,True,patent,0.789
IPE_004825,copyright,relation_extraction,meeting_minutes,ja,energy,True,patent,0.827
IPE_004826,copyright,ip_detection,meeting_minutes,de,pharmaceutical,True,patent,0.855
IPE_004827,copyright,relation_extraction,patent_application,zh,aerospace,True,patent,0.769
IPE_004828,copyright,knowledge_extraction,legal_document,es,energy,True,patent,0.721
IPE_004829,copyright,knowledge_extraction,patent_application,en,manufacturing,True,patent,0.882
IPE_004830,copyright,knowledge_extraction,meeting_minutes,de,biotechnology,True,patent,0.804
IPE_004831,copyright,entity_recognition,meeting_minutes,ja,energy,True,patent,0.763
IPE_004832,copyright,entity_recognition,research_paper,zh,biotechnology,True,patent,0.876
IPE_004833,copyright,knowledge_extraction,research_paper,zh,pharmaceutical,True,patent,0.828
IPE_004834,copyright,knowledge_extraction,legal_document,zh,energy,True,patent,0.845
IPE_004835,copyright,relation_extraction,research_paper,fr,pharmaceutical,True,patent,0.74
IPE_004836,copyright,relation_extraction,patent_application,en,energy,True,patent,0.853
IPE_004837,copyright,entity_recognition,technical_report,de,manufacturing,True,patent,0.767
IPE_004838,copyright,ip_detection,technical_report,ja,aerospace,True,patent,0.856
IPE_004839,copyright,ip_detection,meeting_minutes,zh,aerospace,True,patent,0.82
IPE_004840,copyright,entity_recognition,meeting_minutes,ja,automotive,True,patent,0.704
IPE_004841,copyright,relation_extraction,technical_report,zh,biotechnology,True,patent,0.87
IPE_004842,copyright,entity_recognition,patent_application,zh,automotive,True,patent,0.707
IPE_004843,copyright,relation_extraction,technical_report,ja,biotechnology,True,patent,0.824
IPE_004844,copyright,relation_extraction,patent_application,ja,automotive,True,patent,0.809
IPE_004845,copyright,ip_detection,research_paper,de,manufacturing,True,patent,0.734
IPE_004846,copyright,knowledge_extraction,legal_document,ja,energy,True,patent,0.84
IPE_004847,copyright,relation_extraction,legal_document,ja,pharmaceutical,True,patent,0.863
IPE_004848,copyright,entity_recognition,legal_document,zh,automotive,True,patent,0.862
IPE_004849,copyright,entity_recognition,patent_application,ja,manufacturing,True,patent,0.826
IPE_004850,copyright,knowledge_extraction,legal_document,de,aerospace,True,patent,0.802
IPE_004851,copyright,relation_extraction,technical_report,de,energy,True,patent,0.861
IPE_004852,copyright,ip_detection,technical_report,de,automotive,True,patent,0.857
IPE_004853,copyright,entity_recognition,meeting_minutes,de,aerospace,True,patent,0.716
IPE_004854,copyright,relation_extraction,meeting_minutes,en,manufacturing,True,patent,0.737
IPE_004855,copyright,entity_recognition,patent_application,fr,automotive,True,patent,0.836
IPE_004856,copyright,knowledge_extraction,technical_report,en,energy,True,patent,0.722
IPE_004857,copyright,knowledge_extraction,technical_report,es,manufacturing,True,patent,0.732
IPE_004858,copyright,knowledge_extraction,technical_report,zh,energy,True,patent,0.803
IPE_004859,copyright,ip_detection,legal_document,en,manufacturing,True,patent,0.714
IPE_004860,copyright,entity_recognition,research_paper,ja,energy,True,patent,0.868
IPE_004861,copyright,ip_detection,patent_application,de,software,True,patent,0.723
IPE_004862,copyright,relation_extraction,legal_document,fr,aerospace,True,patent,0.829
IPE_004863,copyright,knowledge_extraction,meeting_minutes,ja,pharmaceutical,True,patent,0.882
IPE_004864,copyright,relation_extraction,technical_report,de,pharmaceutical,True,patent,0.836
IPE_004865,copyright,knowledge_extraction,legal_document,en,automotive,True,patent,0.897
IPE_004866,copyright,ip_detection,patent_application,en,manufacturing,True,patent,0.87
IPE_004867,copyright,knowledge_extraction,legal_document,en,pharmaceutical,True,patent,0.764
IPE_004868,copyright,entity_recognition,legal_document,fr,manufacturing,True,patent,0.748
IPE_004869,copyright,ip_detection,meeting_minutes,en,automotive,True,patent,0.832
IPE_004870,copyright,relation_extraction,research_paper,en,aerospace,True,patent,0.85
IPE_004871,copyright,entity_recognition,technical_report,de,pharmaceutical,True,patent,0.873
IPE_004872,copyright,ip_detection,technical_report,es,software,True,patent,0.856
IPE_004873,copyright,knowledge_extraction,patent_application,en,aerospace,True,patent,0.732
IPE_004874,copyright,relation_extraction,patent_application,zh,energy,True,patent,0.717
IPE_004875,copyright,entity_recognition,technical_report,zh,biotechnology,True,patent,0.877
IPE_004876,copyright,ip_detection,research_paper,en,automotive,True,patent,0.866
IPE_004877,copyright,ip_detection,technical_report,de,manufacturing,True,patent,0.8
IPE_004878,copyright,entity_recognition,legal_document,zh,pharmaceutical,True,patent,0.895
IPE_004879,copyright,entity_recognition,meeting_minutes,zh,energy,True,patent,0.853
IPE_004880,copyright,relation_extraction,patent_application,es,biotechnology,True,patent,0.777
IPE_004881,copyright,knowledge_extraction,research_paper,fr,pharmaceutical,True,patent,0.872
IPE_004882,copyright,knowledge_extraction,technical_report,de,automotive,True,patent,0.812
IPE_004883,copyright,ip_detection,patent_application,zh,manufacturing,True,patent,0.866
IPE_004884,copyright,entity_recognition,research_paper,zh,automotive,True,patent,0.875
IPE_004885,copyright,knowledge_extraction,technical_report,fr,automotive,True,patent,0.893
IPE_004886,copyright,relation_extraction,patent_application,ja,energy,True,patent,0.719
IPE_004887,copyright,entity_recognition,patent_application,ja,pharmaceutical,True,patent,0.798
IPE_004888,copyright,entity_recognition,technical_report,de,automotive,True,patent,0.782
IPE_004889,copyright,relation_extraction,research_paper,en,automotive,True,patent,0.77
IPE_004890,copyright,ip_detection,research_paper,en,pharmaceutical,True,patent,0.75
IPE_004891,copyright,knowledge_extraction,patent_application,zh,aerospace,True,patent,0.827
IPE_004892,copyright,entity_recognition,research_paper,zh,aerospace,True,patent,0.822
IPE_004893,copyright,ip_detection,patent_application,es,biotechnology,True,patent,0.758
IPE_004894,copyright,entity_recognition,meeting_minutes,fr,automotive,True,patent,0.855
IPE_004895,copyright,entity_recognition,research_paper,ja,aerospace,True,patent,0.81
IPE_004896,copyright,ip_detection,patent_application,es,automotive,True,patent,0.872
IPE_004897,copyright,ip_detection,research_paper,en,manufacturing,True,patent,0.775
IPE_004898,copyright,relation_extraction,meeting_minutes,es,aerospace,True,patent,0.732
IPE_004899,copyright,knowledge_extraction,patent_application,zh,manufacturing,True,patent,0.711
IPE_004900,copyright,entity_recognition,patent_application,zh,aerospace,True,patent,0.84
IPE_004901,copyright,relation_extraction,meeting_minutes,de,automotive,True,patent,0.811
IPE_004902,copyright,entity_recognition,technical_report,ja,automotive,True,patent,0.847
IPE_004903,copyright,entity_recognition,research_paper,es,automotive,True,patent,0.714
IPE_004904,copyright,ip_detection,meeting_minutes,de,automotive,True,patent,0.778
IPE_004905,copyright,knowledge_extraction,legal_document,de,software,True,patent,0.763
IPE_004906,copyright,ip_detection,patent_application,en,manufacturing,True,patent,0.749
IPE_004907,copyright,knowledge_extraction,patent_application,zh,automotive,True,patent,0.771
IPE_004908,copyright,relation_extraction,technical_report,de,aerospace,True,patent,0.736
IPE_004909,copyright,ip_detection,legal_document,fr,manufacturing,True,patent,0.862
IPE_004910,copyright,entity_recognition,meeting_minutes,ja,aerospace,True,patent,0.725
IPE_004911,copyright,entity_recognition,technical_report,fr,aerospace,True,patent,0.857
IPE_004912,copyright,relation_extraction,patent_application,en,energy,True,patent,0.718
IPE_004913,copyright,ip_detection,technical_report,en,aerospace,True,patent,0.765
IPE_004914,copyright,entity_recognition,research_paper,fr,biotechnology,True,patent,0.704
IPE_004915,copyright,entity_recognition,meeting_minutes,de,biotechnology,True,patent,0.802
IPE_004916,copyright,ip_detection,research_paper,zh,pharmaceutical,True,patent,0.752
IPE_004917,copyright,entity_recognition,legal_document,ja,biotechnology,True,patent,0.881
IPE_004918,copyright,ip_detection,legal_document,en,software,True,patent,0.868
IPE_004919,copyright,knowledge_extraction,research_paper,ja,automotive,True,patent,0.722
IPE_004920,copyright,entity_recognition,research_paper,de,pharmaceutical,True,patent,0.884
IPE_004921,copyright,knowledge_extraction,legal_document,de,biotechnology,True,patent,0.768
IPE_004922,copyright,knowledge_extraction,legal_document,en,software,True,patent,0.759
IPE_004923,copyright,knowledge_extraction,legal_document,de,automotive,True,patent,0.816
IPE_004924,copyright,entity_recognition,meeting_minutes,ja,automotive,True,patent,0.863
IPE_004925,copyright,relation_extraction,legal_document,fr,aerospace,True,patent,0.738
IPE_004926,copyright,ip_detection,patent_application,de,manufacturing,True,patent,0.9
IPE_004927,copyright,relation_extraction,technical_report,es,energy,True,patent,0.883
IPE_004928,copyright,ip_detection,legal_document,de,energy,True,patent,0.795
IPE_004929,copyright,relation_extraction,meeting_minutes,es,energy,True,patent,0.812
IPE_004930,copyright,entity_recognition,technical_report,fr,automotive,True,patent,0.818
IPE_004931,copyright,entity_recognition,legal_document,fr,biotechnology,True,patent,0.711
IPE_004932,copyright,knowledge_extraction,meeting_minutes,ja,automotive,True,patent,0.766
IPE_004933,copyright,ip_detection,legal_document,es,biotechnology,True,patent,0.778
IPE_004934,copyright,ip_detection,legal_document,fr,manufacturing,True,patent,0.755
IPE_004935,copyright,entity_recognition,meeting_minutes,ja,software,True,patent,0.857
IPE_004936,copyright,entity_recognition,patent_application,fr,energy,True,patent,0.785
IPE_004937,copyright,relation_extraction,patent_application,en,biotechnology,True,patent,0.702
IPE_004938,copyright,knowledge_extraction,patent_application,zh,pharmaceutical,True,patent,0.771
IPE_004939,copyright,ip_detection,technical_report,de,manufacturing,True,patent,0.805
IPE_004940,copyright,relation_extraction,legal_document,en,biotechnology,True,patent,0.865
IPE_004941,copyright,knowledge_extraction,legal_document,de,pharmaceutical,True,patent,0.792
IPE_004942,copyright,ip_detection,technical_report,fr,biotechnology,True,patent,0.773
IPE_004943,copyright,relation_extraction,research_paper,en,energy,True,patent,0.784
IPE_004944,copyright,relation_extraction,patent_application,fr,manufacturing,True,patent,0.702
IPE_004945,copyright,knowledge_extraction,legal_document,es,energy,True,patent,0.772
IPE_004946,copyright,relation_extraction,patent_application,zh,automotive,True,patent,0.896
IPE_004947,copyright,entity_recognition,meeting_minutes,zh,pharmaceutical,True,patent,0.862
IPE_004948,copyright,ip_detection,technical_report,ja,biotechnology,True,patent,0.766
IPE_004949,copyright,ip_detection,patent_application,es,software,True,patent,0.741
IPE_004950,copyright,relation_extraction,technical_report,ja,software,True,patent,0.709
IPE_004951,copyright,relation_extraction,research_paper,en,software,True,patent,0.817
IPE_004952,copyright,knowledge_extraction,legal_document,de,biotechnology,True,patent,0.74
IPE_004953,copyright,entity_recognition,patent_application,fr,pharmaceutical,True,patent,0.764
IPE_004954,copyright,relation_extraction,legal_document,de,manufacturing,True,patent,0.792
IPE_004955,copyright,relation_extraction,meeting_minutes,es,manufacturing,True,patent,0.865
IPE_004956,copyright,ip_detection,research_paper,es,biotechnology,True,patent,0.877
IPE_004957,copyright,relation_extraction,meeting_minutes,zh,biotechnology,True,patent,0.832
IPE_004958,copyright,knowledge_extraction,research_paper,fr,automotive,True,patent,0.756
IPE_004959,copyright,entity_recognition,research_paper,de,manufacturing,True,patent,0.835
IPE_004960,copyright,relation_extraction,meeting_minutes,fr,manufacturing,True,patent,0.852
IPE_004961,copyright,knowledge_extraction,legal_document,fr,pharmaceutical,True,patent,0.876
IPE_004962,copyright,entity_recognition,legal_document,fr,pharmaceutical,True,patent,0.814
IPE_004963,copyright,relation_extraction,research_paper,ja,pharmaceutical,True,patent,0.806
IPE_004964,copyright,ip_detection,meeting_minutes,en,software,True,patent,0.715
IPE_004965,copyright,entity_recognition,legal_document,ja,pharmaceutical,True,patent,0.818
IPE_004966,copyright,relation_extraction,patent_application,ja,software,True,patent,0.785
IPE_004967,copyright,relation_extraction,technical_report,es,automotive,True,patent,0.842
IPE_004968,copyright,ip_detection,technical_report,es,pharmaceutical,True,patent,0.819
IPE_004969,copyright,entity_recognition,legal_document,ja,manufacturing,True,patent,0.873
IPE_004970,copyright,relation_extraction,research_paper,de,automotive,True,patent,0.819
IPE_004971,copyright,relation_extraction,meeting_minutes,ja,software,True,patent,0.8
IPE_004972,copyright,knowledge_extraction,meeting_minutes,fr,software,True,patent,0.705
IPE_004973,copyright,relation_extraction,meeting_minutes,es,pharmaceutical,True,patent,0.8
IPE_004974,copyright,knowledge_extraction,meeting_minutes,ja,automotive,True,patent,0.727
IPE_004975,copyright,knowledge_extraction,technical_report,de,pharmaceutical,True,patent,0.745
IPE_004976,copyright,knowledge_extraction,research_paper,de,pharmaceutical,True,patent,0.744
IPE_004977,copyright,knowledge_extraction,meeting_minutes,de,pharmaceutical,True,patent,0.858
IPE_004978,copyright,entity_recognition,technical_report,fr,automotive,True,patent,0.772
IPE_004979,copyright,knowledge_extraction,legal_document,fr,energy,True,patent,0.872
IPE_004980,copyright,ip_detection,legal_document,de,aerospace,True,patent,0.754
IPE_004981,copyright,relation_extraction,patent_application,zh,biotechnology,True,patent,0.735
IPE_004982,copyright,ip_detection,technical_report,de,biotechnology,True,patent,0.848
IPE_004983,copyright,knowledge_extraction,research_paper,fr,manufacturing,True,patent,0.712
IPE_004984,copyright,relation_extraction,research_paper,en,pharmaceutical,True,patent,0.739
IPE_004985,copyright,knowledge_extraction,legal_document,es,automotive,True,patent,0.767
IPE_004986,copyright,ip_detection,patent_application,es,software,True,patent,0.888
IPE_004987,copyright,ip_detection,patent_application,es,pharmaceutical,True,patent,0.867
IPE_004988,copyright,knowledge_extraction,technical_report,fr,software,True,patent,0.87
IPE_004989,copyright,ip_detection,patent_application,de,biotechnology,True,patent,0.84
IPE_004990,copyright,relation_extraction,legal_document,ja,automotive,True,patent,0.882
IPE_004991,copyright,knowledge_extraction,technical_report,en,software,True,patent,0.715
IPE_004992,copyright,ip_detection,research_paper,ja,pharmaceutical,True,patent,0.722
IPE_004993,copyright,knowledge_extraction,legal_document,de,automotive,True,patent,0.856
IPE_004994,copyright,knowledge_extraction,legal_document,en,manufacturing,True,patent,0.731
IPE_004995,copyright,knowledge_extraction,technical_report,zh,pharmaceutical,True,patent,0.799
IPE_004996,copyright,relation_extraction,patent_application,fr,biotechnology,True,patent,0.844
IPE_004997,copyright,knowledge_extraction,patent_application,ja,automotive,True,patent,0.856
IPE_004998,copyright,knowledge_extraction,research_paper,zh,manufacturing,True,patent,0.857
IPE_004999,copyright,ip_detection,research_paper,en,biotechnology,True,patent,0.725
IPE_005000,copyright,knowledge_extraction,technical_report,de,aerospace,True,patent,0.792
IPE_005001,copyright,entity_recognition,legal_document,de,manufacturing,True,patent,0.82
IPE_005002,copyright,knowledge_extraction,technical_report,zh,manufacturing,True,patent,0.813
IPE_005003,copyright,relation_extraction,patent_application,ja,biotechnology,True,patent,0.79
IPE_005004,copyright,relation_extraction,patent_application,es,software,True,patent,0.84
IPE_005005,copyright,knowledge_extraction,meeting_minutes,zh,energy,True,patent,0.795
IPE_005006,copyright,knowledge_extraction,technical_report,es,software,True,patent,0.83
IPE_005007,copyright,knowledge_extraction,meeting_minutes,de,software,True,patent,0.792
IPE_005008,copyright,relation_extraction,technical_report,fr,energy,True,patent,0.781
IPE_005009,copyright,entity_recognition,legal_document,fr,manufacturing,True,patent,0.876
IPE_005010,copyright,relation_extraction,meeting_minutes,de,manufacturing,True,patent,0.756
IPE_005011,copyright,relation_extraction,meeting_minutes,ja,automotive,True,patent,0.893
IPE_005012,copyright,knowledge_extraction,meeting_minutes,ja,software,True,patent,0.772
IPE_005013,copyright,entity_recognition,research_paper,de,energy,True,patent,0.74
IPE_005014,copyright,entity_recognition,technical_report,en,software,True,patent,0.854
IPE_005015,copyright,entity_recognition,legal_document,fr,aerospace,True,patent,0.804
IPE_005016,copyright,ip_detection,meeting_minutes,zh,pharmaceutical,True,patent,0.853
IPE_005017,copyright,knowledge_extraction,patent_application,zh,software,True,patent,0.731
IPE_005018,copyright,entity_recognition,legal_document,fr,pharmaceutical,True,patent,0.853
IPE_005019,copyright,knowledge_extraction,legal_document,zh,manufacturing,True,patent,0.81
IPE_005020,copyright,entity_recognition,legal_document,es,manufacturing,True,patent,0.718
IPE_005021,copyright,ip_detection,patent_application,en,aerospace,True,patent,0.765
IPE_005022,copyright,ip_detection,research_paper,en,manufacturing,True,patent,0.841
IPE_005023,copyright,entity_recognition,technical_report,de,pharmaceutical,True,patent,0.717
IPE_005024,copyright,relation_extraction,technical_report,ja,automotive,True,patent,0.81
IPE_005025,copyright,entity_recognition,patent_application,fr,biotechnology,True,patent,0.756
IPE_005026,copyright,relation_extraction,patent_application,fr,biotechnology,True,patent,0.811
IPE_005027,copyright,knowledge_extraction,patent_application,zh,aerospace,True,patent,0.801
IPE_005028,copyright,ip_detection,meeting_minutes,zh,energy,True,patent,0.807
IPE_005029,copyright,ip_detection,legal_document,fr,biotechnology,True,patent,0.843
IPE_005030,copyright,relation_extraction,patent_application,de,biotechnology,True,patent,0.747
IPE_005031,copyright,knowledge_extraction,research_paper,ja,manufacturing,True,patent,0.722
IPE_005032,copyright,ip_detection,research_paper,fr,automotive,True,patent,0.742
IPE_005033,copyright,relation_extraction,meeting_minutes,fr,manufacturing,True,patent,0.818
IPE_005034,copyright,knowledge_extraction,patent_application,ja,biotechnology,True,patent,0.707
IPE_005035,copyright,entity_recognition,legal_document,fr,manufacturing,True,patent,0.741
IPE_005036,copyright,entity_recognition,legal_document,de,automotive,True,patent,0.776
IPE_005037,copyright,entity_recognition,meeting_minutes,zh,pharmaceutical,True,patent,0.763
IPE_005038,copyright,entity_recognition,legal_document,fr,pharmaceutical,True,patent,0.734
IPE_005039,copyright,knowledge_extraction,technical_report,zh,software,True,patent,0.713
IPE_005040,copyright,entity_recognition,meeting_minutes,es,biotechnology,True,patent,0.812
IPE_005041,copyright,relation_extraction,research_paper,en,biotechnology,True,patent,0.811
IPE_005042,copyright,entity_recognition,patent_application,ja,energy,True,patent,0.742
IPE_005043,copyright,knowledge_extraction,legal_document,zh,manufacturing,True,patent,0.751
IPE_005044,copyright,knowledge_extraction,meeting_minutes,de,software,True,patent,0.769
IPE_005045,copyright,relation_extraction,meeting_minutes,ja,software,True,patent,0.797
IPE_005046,copyright,knowledge_extraction,patent_application,en,biotechnology,True,patent,0.736
IPE_005047,copyright,ip_detection,research_paper,fr,manufacturing,True,patent,0.726
IPE_005048,copyright,entity_recognition,research_paper,es,manufacturing,True,patent,0.813
